id,name,kind,latitude,longitude,belong_to
4461,belluno,city,46.14675,12.21324,15
4462,paulo de faria,city,-20.031,-49.383,170
4463,planalto,city,-27.329,-53.059,172
4464,gastao vidigal,city,-20.799,-50.187,170
4465,porto dos gauchos,city,-11.535,-57.414,165
4466,sao jose do ouro,city,-27.769,-51.594,172
4467,guidoval,city,-21.152,-42.797,168
4468,oriximina,city,-1.766,-55.866,152
4469,restinga seca,city,-29.813,-53.375,172
4470,rio dos cedros,city,-26.738,-49.274,173
4471,los llanos de aridane,city,28.65851,-17.91821,41
4472,botelhos,city,-21.633,-46.395,168
4473,formoso do araguaia,city,-11.797,-49.529,153
4474,santana do deserto,city,-21.95,-43.166,168
4475,chapada,city,-28.055,-53.068,172
4476,mako,city,46.21667,20.48333,39
4477,luzilandia,city,-3.458,-42.37,162
4478,gaspar,city,-26.931,-48.959,173
4479,maragogipe,city,-12.778,-38.919,155
4480,turrialba,city,9.90467,-83.68352,122
4481,piripiri,city,-4.273,-41.777,162
4482,paraopeba,city,-19.274,-44.404,168
4483,platina,city,-22.638,-50.204,170
4484,matias barbosa,city,-21.869,-43.319,168
4485,engenheiro paulo de frontin,city,-22.55,-43.678,169
4486,guimarania,city,-18.844,-46.793,168
4487,dianopolis,city,-11.628,-46.821,153
4488,bezerros,city,-8.233,-35.797,159
4489,gurupi,city,-11.729,-49.069,153
4490,sao jose do barreiro,city,-22.645,-44.578,170
4491,santa fe,city,-23.038,-51.805,171
4492,vitorino freire,city,-4.282,-45.251,157
4493,alpinopolis,city,-20.864,-46.388,168
4494,sao raimundo das mangabeiras,city,-7.022,-45.481,157
4495,jaguare,city,-18.906,-40.076,167
4496,candeias,city,-12.668,-38.551,155
4497,izmir,city,38.41273,27.13838,60
4498,catanduvas,city,-25.203,-53.157,171
4499,itapemirim,city,-21.011,-40.834,167
4500,pirapemas,city,-3.727,-44.223,157
4501,agua doce,city,-26.998,-51.556,173
4502,maripa,city,-24.418,-53.83,171
4503,tabatinga,city,-4.253,-69.938,151
4504,san bernardo,city,-33.59217,-70.6996,133
4505,aarau,city,47.39254,8.04422,13
4506,paim filho,city,-27.711,-51.761,172
4507,zaragoza,city,41.65606,-0.87734,41
4508,pedrinhas,city,-11.192,-37.674,161
4509,central,city,-11.136,-42.113,155
4510,estrela do sul,city,-18.746,-47.693,168
4511,avanhandava,city,-21.461,-49.95,170
4512,elisio medrado,city,-12.946,-39.522,155
4513,curral velho,city,-7.581,-38.198,158
4514,porto murtinho,city,-21.699,-57.883,166
4515,imarui,city,-28.341,-48.82,173
4516,guamare,city,-5.108,-36.32,160
4517,jaguaquara,city,-13.531,-39.971,155
4518,sao jorge do ivai,city,-23.433,-52.293,171
4519,bonfim,city,-20.327,-44.239,168
4520,santiago de veraguas,city,8.1,-80.98333,117
4521,anapurus,city,-3.672,-43.116,157
4522,cacoal,city,-11.438,-61.448,149
4523,aramina,city,-20.09,-47.786,170
4524,viana,city,-3.22,-45.004,157
4525,honolulu,city,21.30694,-157.85833,113
4526,sao luis do paraitinga,city,-23.222,-45.31,170
4527,karachi,city,24.9056,67.0822,65
4528,cajamar,city,-23.356,-46.877,170
4529,maracai,city,-22.611,-50.667,170
4530,pedro ii,city,-4.425,-41.459,162
4531,palmeiras de goias,city,-16.805,-49.926,164
4532,pedra branca,city,-5.454,-39.717,156
4533,corrego do bom jesus,city,-22.63,-46.02,168
4534,itau,city,-5.84,-37.993,160
4535,severinia,city,-20.809,-48.803,170
4536,colinas do tocantins,city,-8.059,-48.475,153
4537,pacatuba,city,-3.984,-38.62,156
4538,ubata,city,-14.214,-39.523,155
4539,miraselva,city,-22.966,-51.455,171
4540,mineiros,city,-17.569,-52.551,164
4541,dois riachos,city,-9.393,-37.101,154
4542,massape,city,-3.523,-40.343,156
4543,virginopolis,city,-18.823,-42.704,168
4544,poloni,city,-20.785,-49.824,170
4545,sao jorge d oeste,city,-25.706,-52.918,171
4546,umburatiba,city,-17.256,-40.573,168
4547,ciriaco,city,-28.344,-51.876,172
4548,sao vicente ferrer,city,-2.894,-44.88,157
4549,camargo,city,-28.587,-52.202,172
4550,serra do navio,city,0.896,-52.002,150
4551,carlos barbosa,city,-29.298,-51.504,172
4552,papanduva,city,-26.37,-50.144,173
4553,manoel ribas,city,-24.516,-51.668,171
4554,ouro fino,city,-22.283,-46.369,168
4555,sao joao do rio do peixe,city,-6.729,-38.449,158
4556,mata de sao joao,city,-12.53,-38.299,155
4557,congonhal,city,-22.153,-46.039,168
4558,siriri,city,-10.604,-37.113,161
4559,resplendor,city,-19.326,-41.255,168
4560,icaraima,city,-23.396,-53.614,171
4561,mesopolis,city,-19.966,-50.638,170
4562,sumare,city,-22.822,-47.267,170
4563,itapecuru mirim,city,-3.393,-44.359,157
4564,jumirim,city,-23.087,-47.784,170
4565,crucilandia,city,-20.384,-44.337,168
4566,faro,city,-2.171,-56.745,152
4567,nova palmeira,city,-6.678,-36.421,158
4568,coimbra,city,-20.857,-42.803,168
4569,jaboticaba,city,-27.631,-53.277,172
4570,sao joao do piaui,city,-8.358,-42.247,162
4571,lagoa dos gatos,city,-8.658,-35.9,159
4572,nova alianca do ivai,city,-23.177,-52.602,171
4573,coracao de maria,city,-12.233,-38.75,155
4574,lima duarte,city,-21.843,-43.793,168
4575,rio novo do sul,city,-20.863,-40.936,167
4576,itatiba do sul,city,-27.387,-52.453,172
4577,passo de camaragibe,city,-9.238,-35.493,154
4578,guanhaes,city,-18.775,-42.933,168
4579,abreus,city,22.2775,-80.5675,125
4580,sao gabriel,city,-11.229,-41.912,155
4581,coroaci,city,-18.622,-42.286,168
4582,itamaraju,city,-17.039,-39.531,155
4583,cordislandia,city,-21.793,-45.701,168
4584,timon,city,-5.094,-42.837,157
4585,espera feliz,city,-20.65,-41.907,168
4586,itajobi,city,-21.318,-49.054,170
4587,sao bonifacio,city,-27.901,-48.929,173
4588,sao valentim,city,-27.558,-52.524,172
4589,gravata,city,-8.201,-35.565,159
4590,cerro cora,city,-6.046,-36.346,160
4591,palma sola,city,-26.348,-53.278,173
4592,ibicarai,city,-14.865,-39.588,155
4593,conchal,city,-22.33,-47.173,170
4594,varzea grande,city,-15.647,-56.133,165
4595,floresta azul,city,-14.86,-39.66,155
4596,luiz alves,city,-26.721,-48.933,173
4597,lindoia do sul,city,-27.053,-52.067,173
4598,general salgado,city,-20.648,-50.361,170
4599,faria lemos,city,-20.808,-42.03,168
4600,conceicao dos ouros,city,-22.413,-45.798,168
4601,pontalina,city,-17.526,-49.449,164
4602,varzea nova,city,-11.259,-40.942,155
4603,coronel pacheco,city,-21.588,-43.266,168
4604,pitanga,city,-24.757,-51.761,171
4605,ouro branco,city,-20.521,-43.692,168
4606,amparo,city,-22.701,-46.764,170
4607,cabaceiras,city,-7.489,-36.287,158
4608,romelandia,city,-26.676,-53.314,173
4609,salesopolis,city,-23.532,-45.846,170
4610,pinheiro preto,city,-27.051,-51.231,173
4611,andarai,city,-12.807,-41.331,155
4612,muana,city,-1.528,-49.217,152
4613,rubelita,city,-16.408,-42.263,168
4614,cruz do espirito santo,city,-7.14,-35.086,158
4615,augusto pestana,city,-28.517,-53.992,172
4616,astolfo dutra,city,-21.315,-42.862,168
4617,coelho neto,city,-4.257,-43.013,157
4618,paranapoema,city,-22.634,-52.098,171
4619,altus,city,34.63813,-99.33398,113
4620,pequi,city,-19.633,-44.659,168
4621,ascurra,city,-26.955,-49.376,173
4622,chavantes,city,-23.039,-49.709,170
4623,medeiros neto,city,-17.374,-40.221,155
4624,lagoa da prata,city,-20.023,-45.544,168
4625,carai,city,-17.189,-41.695,168
4626,sabanalarga,city,10.62962,-74.92063,138
4627,severiano de almeida,city,-27.433,-52.116,172
4628,icem,city,-20.342,-49.195,170
4629,embu guacu,city,-23.832,-46.811,170
4630,vertentes,city,-7.903,-35.988,159
4631,laurentino,city,-27.217,-49.733,173
